1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,6,2,0,2,6,2,0,8,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,2,0,4,6,2,0,0,0,0,2,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,2,2,0,0,0,0,12,0,0,0,0,0,0,0,0,2,4,0,2,0,2,0,0,0,2,8,0,0,0,2,2,0,4,4,0,0,0,0,0,0,4,6,6,2,6,2,4,0,0,0,0,2,12,2,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,18,0,0,0,0,0,0,0,0,20,4,2,2,0,0,0,0
1,0,0,0,0,0,2,0,0,2,10,0,2,0,0,4,18,0,2,4,4,2,0,12,0,4,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,4,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,4,0,2,8,0,14,2,2,0,4,0,0,12,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,4,0,2,2,0,2,0,0,2,0,0,0,8,0,6,6,44,2,14,0,0,0,0,0,96,0,0,2,0,0,2,0,0,2,0,8,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,2,0,0,0,2,2,16,0,0,0,2,0,0,0
1,0,0,0,0,0,0,0,2,2,4,0,6,0,0,10,20,0,4,0,22,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,2,0,0,0,2,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,8,4,0,8,10,0,12,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,0,8,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,14,0,0,0,0,0,130,0,0,2,0,2,2,0,6,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,2,6,2,0,0,0,6,4
1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,6,18,0,0,0,2,0,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,8,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10,0,0,0,6,2,0,0,0,0,0,0,0,2,2,8,4,0,12,6,0,0,0,0,2,0,0,0,4,0,0,6,0,12,0,0,0,0,0,0,2,0,0,0,2,0,2,4,6,0,0,2,4,0,0,10,4,0,0,0,0,10,0,0,0,2,12,0,0,0,4,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,2,2,4,2,0,0,4
1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,0,2,4,10,0,0,0,0,22,12,0,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,4,2,0,0,0,0,0,4,0,2,0,4,0,4,0,2,0,0,0,2,0,0,2,6,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,6,0,0,0,2,14,0,2,0,0,0,0,4,0,12,2,0,4,8,0,0,2,2,4,0,0,0,0,0,0,0,0,8,2,0,8,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,12,4,4,0,8,0,0,0
1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,10,0,0,2,6,14,4,8,12,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,4,0,0,2,0,0,0,2,0,0,10,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,2,0,0,0,0,2,12,0,0,0,0,4,0,0,0,0,0,0,2,6,0,2,0,0,6,0,0,2,0,20,2,0,0,16,0,0,0,4,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,2,0,0,0,24,12,0,4,22,2,0,8
1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,8,0,2,0,0,12,0,4,4,0,2,0,0,0,12,0,6,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,14,4,0,0,0,0,6,2,0,0,0,0,0,2,2,0,0,8,2,4,0,2,0,0,0,2,0,8,0,6,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,8,2,2,0,0,10,0,0,0,0,0,0,8,2,0,0,0,4,2,0,0,0,0,2,2,0,0,4,0,0,2,0,0,6,4,0,0,0,0,4,2,0,0,0,0,2,0,0,0,4,4,2,4,0,2,6,0,0,0,0,0,0,0,0,16,0,2,0,0,2,0,2
1,0,0,2,0,0,0,0,2,2,0,2,0,0,0,8,0,2,8,0,0,0,0,10,0,0,0,0,2,2,2,2,0,0,2,0,20,0,0,0,0,0,0,6,0,0,8,2,0,4,0,0,4,12,0,0,0,0,2,0,0,4,0,0,0,8,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,42,0,0,2,0,0,4,0,0,4,2,0,12,0,0,0,0,2,0,0,0,0,6,0,2,0,2,0,0,2,2,0,0,2,0,6,8,18,0,6,2,0,2,0,2,0,0,0,0,6,2,0,2,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,4,4,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,4,2,0,0,0,0,0,0,0,2,4,0,2,4,0,0,6
1,0,0,2,0,0,2,0,4,2,4,0,0,0,0,4,2,2,2,6,0,0,0,0,0,2,2,0,0,6,0,0,2,2,0,0,6,0,0,0,4,2,0,0,0,0,2,2,0,0,0,0,0,10,0,0,2,0,0,0,0,2,0,2,0,10,0,0,4,12,0,0,0,0,0,0,0,2,2,0,0,16,0,2,2,0,0,0,52,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,6,10,2,4,0,0,6,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,2,8,4,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,2,2,2,0,0,0
1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,4,0,10,4,12,6,4,2,0,0,0,2,2,0,0,0,0,0,0,4,2,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,2,0,2,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,4,0,0,8,0,0,0,0,0,0,0,0,0,4,18,6,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,4,4,4,0,0,4,12,0,0,0,0,0,0,10,2,14,0,48,0,0,4,0,0,0,6,0,0,0,0,0,0,4,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,12,8,4,0,8,0,0,12
